"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94"
"23",0.288393,0.295782,0.293486,0.296348,0.29504,0.291478,0.290298,0.290421,0.294222,0.282219,0.296895,0.293415,0.291361,0.292055,0.298886,0.291277,0.28936,0.296278,0.289288,0.29174,0.288159,0.287875,0,0.292455,0.296677,0.297153,0.289906,0.284108,0.297061,0.289942,0.292529,0.288384,0.294921,0.297682,0.297829,0.286416,0.295489,0.295759,0.290073,0.303989,0.290457,0.290441,0.297366,0.287697,0.303436,0.287825,0.291741,0.300354,0.29093,0.288942,0.305315,0.299621,0.295316,0.292407,0.305478,0.313005,0.300683,0.303854,0.29655,0.299064,0.300834,0.303399,0.300911,0.301215,0.307154,0.309524,0.303391,0.302584,0.296001,0.300279,0.308246,0.305345,0.304463,0.301794,0.308704,0.311802,0.30381,0.302612,0.307957,0.311016,0.302046,0.302402,0.298513,0.297219,0.308589,0.301715,0.306252,0.30454,0.309977,0.300025,0.312294,0.301089,0.295248,0.296698
"24",0.298883,0.298785,0.293195,0.29296,0.293588,0.302223,0.284557,0.284391,0.297499,0.28714,0.291783,0.287825,0.295685,0.293025,0.306218,0.290854,0.290585,0.311421,0.303011,0.30124,0.293953,0.292844,0.292455,0,0.29334,0.296716,0.293663,0.305745,0.313198,0.29738,0.282499,0.299899,0.30665,0.297577,0.297851,0.293003,0.297601,0.299191,0.288613,0.290925,0.285407,0.289942,0.294267,0.294463,0.297646,0.281938,0.290766,0.29417,0.285443,0.293374,0.295617,0.297366,0.286638,0.285496,0.307235,0.299772,0.288466,0.296831,0.285823,0.2887,0.293143,0.289327,0.290748,0.294595,0.292092,0.296498,0.292828,0.297308,0.291709,0.287656,0.295601,0.298509,0.295655,0.295823,0.297719,0.295322,0.296385,0.292534,0.298749,0.293069,0.294901,0.29309,0.299369,0.297164,0.292819,0.292267,0.29229,0.298888,0.294148,0.293797,0.284227,0.286964,0.288681,0.29414
"25",0.290911,0.289621,0.306205,0.29358,0.29498,0.30221,0.293713,0.294283,0.299035,0.297002,0.297431,0.29457,0.295866,0.293901,0.300383,0.294934,0.297263,0.295205,0.298549,0.302468,0.288687,0.297415,0.296677,0.29334,0,0.299846,0.30308,0.293024,0.287245,0.292455,0.299059,0.298652,0.297044,0.299746,0.299187,0.299771,0.299036,0.300178,0.299975,0.295292,0.289855,0.297573,0.295408,0.301308,0.298422,0.295674,0.292018,0.307849,0.297634,0.298067,0.309475,0.304508,0.306299,0.30243,0.312103,0.318032,0.309791,0.319537,0.30207,0.301197,0.315267,0.310041,0.316815,0.302957,0.310305,0.307398,0.310652,0.309714,0.304231,0.300051,0.308717,0.312976,0.310564,0.31013,0.315065,0.313858,0.30211,0.303704,0.306033,0.308906,0.30688,0.302216,0.311041,0.304126,0.309263,0.311103,0.305124,0.318216,0.306571,0.299822,0.301812,0.30102,0.301426,0.309342
"26",0.302558,0.29378,0.293758,0.290925,0.293517,0.297531,0.288025,0.288506,0.3,0.287987,0.302394,0.285843,0.29302,0.306086,0.307741,0.300919,0.283701,0.310503,0.295872,0.302065,0.289003,0.293952,0.297153,0.296716,0.299846,0,0.296017,0.309105,0.300486,0.291496,0.296919,0.293653,0.299459,0.296033,0.296334,0.301527,0.294507,0.3,0.287557,0.28394,0.285769,0.296599,0.291294,0.294216,0.285241,0.295541,0.295128,0.298724,0.284094,0.282038,0.298126,0.297397,0.287028,0.282804,0.296433,0.293376,0.289212,0.286818,0.29076,0.294358,0.291465,0.287871,0.300893,0.292923,0.295379,0.295402,0.29615,0.293593,0.294305,0.296112,0.291451,0.292186,0.295726,0.290594,0.293795,0.298542,0.295952,0.289527,0.296139,0.29156,0.291925,0.285514,0.284915,0.297807,0.29535,0.28715,0.288049,0.297734,0.299052,0.288118,0.29496,0.293997,0.292347,0.28646
"27",0.300331,0.298833,0.29825,0.293522,0.299314,0.299848,0.291857,0.291677,0.29777,0.294147,0.297033,0.294891,0.292366,0.291181,0.305852,0.305661,0.298673,0.316586,0.298072,0.305556,0.300611,0.293389,0.289906,0.293663,0.30308,0.296017,0,0.30985,0.299567,0.295767,0.287399,0.295535,0.304716,0.29347,0.293864,0.296024,0.288281,0.293737,0.291561,0.289561,0.290368,0.289641,0.289186,0.292967,0.294289,0.293909,0.298035,0.296875,0.290335,0.293051,0.295606,0.294006,0.293998,0.29375,0.294953,0.305048,0.291487,0.294464,0.280199,0.292101,0.302334,0.298243,0.300254,0.298373,0.290516,0.295374,0.296442,0.301489,0.302668,0.302089,0.297963,0.306407,0.294632,0.294088,0.306812,0.304564,0.291888,0.298753,0.29872,0.297335,0.299512,0.29934,0.29962,0.297613,0.297558,0.298784,0.298246,0.292658,0.297042,0.296879,0.297683,0.299593,0.297994,0.29881
"28",0.291963,0.291635,0.304887,0.292772,0.303757,0.29504,0.303422,0.303127,0.292458,0.30081,0.295973,0.307575,0.304016,0.296381,0.294409,0.302208,0.308947,0.289781,0.295437,0.29417,0.307555,0.298955,0.284108,0.305745,0.293024,0.309105,0.30985,0,0.296899,0.298293,0.304838,0.290547,0.296391,0.301567,0.302025,0.283257,0.306272,0.31771,0.303227,0.312787,0.303015,0.309415,0.296621,0.291954,0.315923,0.302888,0.300944,0.323477,0.291962,0.317342,0.324017,0.321247,0.31442,0.318807,0.32227,0.328814,0.323388,0.324456,0.320229,0.32344,0.32552,0.329219,0.325717,0.324396,0.327458,0.328844,0.330117,0.321053,0.319025,0.332146,0.326675,0.334683,0.325955,0.32209,0.333629,0.326247,0.323797,0.323417,0.315635,0.325349,0.31529,0.315796,0.319343,0.321284,0.328419,0.321013,0.326137,0.319919,0.320082,0.325558,0.326679,0.315342,0.321791,0.316974
"29",0.28881,0.284789,0.306374,0.299873,0.298982,0.303069,0.298729,0.299542,0.296066,0.299214,0.297943,0.29867,0.304281,0.289827,0.286115,0.293796,0.304598,0.29121,0.293849,0.293371,0.29444,0.297929,0.297061,0.313198,0.287245,0.300486,0.299567,0.296899,0,0.294133,0.307839,0.295351,0.284467,0.306006,0.306521,0.294446,0.303169,0.312802,0.307056,0.307329,0.296546,0.306427,0.291338,0.291442,0.307448,0.30221,0.296192,0.310323,0.299924,0.303785,0.321913,0.320412,0.311434,0.323755,0.329144,0.322409,0.320992,0.316093,0.312675,0.319847,0.324403,0.316628,0.318911,0.318564,0.318147,0.322293,0.313057,0.317866,0.317719,0.321137,0.324638,0.323865,0.321202,0.325369,0.321329,0.321164,0.318193,0.320719,0.320292,0.317535,0.319444,0.320285,0.318758,0.318922,0.323185,0.318113,0.329091,0.32103,0.319203,0.320076,0.320555,0.321701,0.317569,0.32103
"30",0.29106,0.294627,0.296895,0.287329,0.29291,0.299847,0.290318,0.290475,0.296183,0.289039,0.288697,0.292051,0.300383,0.297761,0.304676,0.289192,0.293854,0.298519,0.293503,0.298116,0.293253,0.298001,0.289942,0.29738,0.292455,0.291496,0.295767,0.298293,0.294133,0,0.29827,0.297937,0.297735,0.292683,0.292801,0.301297,0.3,0.302139,0.290018,0.302689,0.290606,0.296088,0.291986,0.285311,0.293885,0.29208,0.297592,0.29972,0.293503,0.297225,0.307081,0.291815,0.299592,0.298924,0.312373,0.313248,0.299923,0.303346,0.296983,0.310077,0.302266,0.299105,0.310156,0.305286,0.303054,0.305719,0.307859,0.305104,0.301608,0.299744,0.299327,0.310783,0.305492,0.299185,0.306456,0.299795,0.299313,0.297446,0.299974,0.30349,0.303944,0.299439,0.300381,0.299541,0.30286,0.297686,0.308418,0.308592,0.30594,0.302598,0.311318,0.303243,0.304691,0.301755
"31",0.30612,0.30519,0.282119,0.287102,0.290768,0.304348,0.290633,0.289614,0.296587,0.291003,0.303187,0.292431,0.288471,0.302073,0.30165,0.288627,0.298498,0.310739,0.309952,0.304276,0.290089,0.289735,0.292529,0.282499,0.299059,0.296919,0.287399,0.304838,0.307839,0.29827,0,0.295926,0.303197,0.288258,0.288748,0.293835,0.28548,0.286311,0.28566,0.289186,0.282768,0.284752,0.286476,0.291039,0.292278,0.285135,0.292792,0.297338,0.288228,0.291424,0.293631,0.281662,0.283304,0.29417,0.290739,0.289041,0.290261,0.289972,0.2821,0.287525,0.281827,0.292959,0.282201,0.280203,0.288628,0.288559,0.28365,0.300513,0.288106,0.288745,0.286873,0.288656,0.294794,0.286094,0.297414,0.295142,0.288802,0.280345,0.286992,0.297342,0.28685,0.283055,0.287067,0.280395,0.286041,0.287159,0.292828,0.288043,0.285314,0.288155,0.281797,0.288686,0.283832,0.281526
"32",0.298451,0.295973,0.308354,0.296918,0.284048,0.288043,0.300861,0.300585,0.293269,0.291909,0.301013,0.298802,0.298018,0.287503,0.290704,0.29285,0.289152,0.292736,0.287107,0.299063,0.295067,0.293833,0.288384,0.299899,0.298652,0.293653,0.295535,0.290547,0.295351,0.297937,0.295926,0,0.300102,0.298308,0.298532,0.286328,0.302249,0.308987,0.293856,0.29949,0.298026,0.284244,0.292333,0.295072,0.300735,0.292553,0.301911,0.297767,0.297746,0.301696,0.307241,0.303245,0.302665,0.303971,0.315363,0.306076,0.306317,0.305399,0.291274,0.309868,0.302558,0.302722,0.304033,0.300711,0.299515,0.311786,0.309965,0.313446,0.303349,0.308289,0.312307,0.312137,0.309735,0.305373,0.307282,0.302876,0.306729,0.306509,0.303375,0.310537,0.306154,0.299924,0.303689,0.310139,0.307468,0.305591,0.308932,0.30564,0.306263,0.311297,0.306657,0.301853,0.305527,0.308266
"33",0.291945,0.294577,0.308775,0.296197,0.301359,0.298696,0.299974,0.30018,0.299003,0.301022,0.293298,0.295882,0.297047,0.304703,0.296201,0.290984,0.303833,0.291357,0.300256,0.313796,0.29525,0.302831,0.294921,0.30665,0.297044,0.299459,0.304716,0.296391,0.284467,0.297735,0.303197,0.300102,0,0.30291,0.302123,0.299055,0.314862,0.324719,0.310769,0.311889,0.304504,0.308068,0.294329,0.297137,0.319299,0.304198,0.296473,0.325429,0.301382,0.309974,0.323499,0.326421,0.320092,0.314991,0.327749,0.332181,0.326026,0.329369,0.316979,0.324622,0.324245,0.328109,0.330984,0.320503,0.323749,0.330085,0.327949,0.321244,0.315992,0.32944,0.323323,0.328137,0.326604,0.324034,0.33124,0.328069,0.32856,0.325925,0.332688,0.329025,0.321068,0.31916,0.329162,0.331668,0.327259,0.324853,0.328974,0.32256,0.327844,0.322197,0.32263,0.320349,0.321383,0.315231
"34",0.309379,0.307051,0.291467,0.295288,0.303946,0.303734,0.305991,0.306619,0.295001,0.285624,0.297929,0.293818,0.292776,0.297427,0.292701,0.293448,0.299924,0.305879,0.306117,0.296993,0.294342,0.29316,0.297682,0.297577,0.299746,0.296033,0.29347,0.301567,0.306006,0.292683,0.288258,0.298308,0.30291,0,0.000757384,0.299496,0.289892,0.297929,0.290347,0.298297,0.285804,0.294647,0.300811,0.29172,0.293605,0.282103,0.284316,0.292911,0.287844,0.287806,0.299109,0.293954,0.286727,0.286204,0.301515,0.296993,0.295621,0.293847,0.291878,0.289547,0.292246,0.293274,0.299544,0.2868,0.292537,0.294222,0.296381,0.300486,0.299418,0.301497,0.293112,0.303657,0.293138,0.2933,0.308023,0.295126,0.290762,0.296169,0.294463,0.289181,0.29481,0.293701,0.300555,0.292436,0.298352,0.291141,0.301342,0.302851,0.294387,0.288043,0.294118,0.294527,0.291298,0.295208
"35",0.309596,0.306884,0.29173,0.295305,0.304006,0.304524,0.307011,0.307819,0.295121,0.286021,0.298002,0.29396,0.292386,0.297953,0.292206,0.293767,0.300535,0.306042,0.306913,0.297393,0.294536,0.293174,0.297829,0.297851,0.299187,0.296334,0.293864,0.302025,0.306521,0.292801,0.288748,0.298532,0.302123,0.000757384,0,0.300278,0.290404,0.29876,0.290609,0.299618,0.286365,0.294536,0.300989,0.292166,0.294125,0.282532,0.284441,0.293313,0.287468,0.288389,0.299567,0.29458,0.286476,0.286405,0.302252,0.298026,0.295892,0.294118,0.291868,0.289914,0.292584,0.293647,0.299747,0.28731,0.29342,0.295178,0.297263,0.301205,0.300456,0.301956,0.293361,0.30437,0.293709,0.293693,0.307809,0.294888,0.29115,0.2968,0.294862,0.290073,0.295286,0.294274,0.301187,0.292881,0.299315,0.291656,0.301851,0.302958,0.294529,0.288914,0.294618,0.295357,0.291867,0.296235
"36",0.293103,0.294817,0.292393,0.295638,0.296657,0.297956,0.294259,0.294976,0.268376,0.262055,0.297448,0.290331,0.288866,0.291793,0.291075,0.295621,0.288075,0.293283,0.291783,0.302655,0.291497,0.297455,0.286416,0.293003,0.299771,0.301527,0.296024,0.283257,0.294446,0.301297,0.293835,0.286328,0.299055,0.299496,0.300278,0,0.294021,0.293151,0.293335,0.303917,0.287266,0.285587,0.297085,0.282126,0.297041,0.289833,0.293744,0.297366,0.293247,0.300404,0.301808,0.297571,0.287687,0.30694,0.310763,0.305689,0.302128,0.309323,0.297867,0.302228,0.299494,0.3032,0.299063,0.301267,0.298905,0.307556,0.308228,0.307889,0.302508,0.303553,0.308997,0.302625,0.303635,0.306272,0.307244,0.306021,0.302096,0.297589,0.297728,0.30741,0.308244,0.304656,0.300252,0.299798,0.31166,0.298737,0.302255,0.300429,0.302364,0.305387,0.30657,0.303979,0.303594,0.297502
"37",0.301927,0.301694,0.279742,0.297454,0.303165,0.30048,0.296839,0.295587,0.284831,0.291498,0.291614,0.284224,0.2893,0.308304,0.302408,0.295219,0.292069,0.301901,0.303919,0.307935,0.292005,0.299593,0.295489,0.297601,0.299036,0.294507,0.288281,0.306272,0.303169,0.3,0.28548,0.302249,0.314862,0.289892,0.290404,0.294021,0,0.287825,0.289407,0.300153,0.281582,0.286095,0.293335,0.297604,0.291835,0.293047,0.290236,0.290327,0.295575,0.285371,0.294986,0.289727,0.292881,0.289019,0.296792,0.299924,0.29116,0.29239,0.287002,0.294356,0.293025,0.286748,0.292078,0.291181,0.284968,0.2889,0.286383,0.298207,0.29078,0.287056,0.294859,0.291067,0.300151,0.295397,0.29519,0.295708,0.290836,0.286403,0.291018,0.284829,0.295879,0.286817,0.288704,0.291751,0.297541,0.291593,0.294453,0.293717,0.287929,0.291024,0.286837,0.288574,0.29251,0.289733
"38",0.313008,0.306329,0.280744,0.296086,0.297945,0.302073,0.295719,0.296419,0.300885,0.283312,0.310602,0.289554,0.283338,0.302226,0.313611,0.295161,0.299771,0.320848,0.297924,0.310838,0.293594,0.300255,0.295759,0.299191,0.300178,0.3,0.293737,0.31771,0.312802,0.302139,0.286311,0.308987,0.324719,0.297929,0.29876,0.293151,0.287825,0,0.264086,0.299338,0.260374,0.249682,0.299822,0.293464,0.275709,0.295086,0.300916,0.277017,0.297924,0.287775,0.276319,0.275792,0.272773,0.268908,0.276639,0.273614,0.269602,0.272774,0.268752,0.270654,0.264371,0.280447,0.271805,0.271378,0.278331,0.272647,0.275552,0.288407,0.271758,0.275489,0.276834,0.269017,0.27862,0.273487,0.276002,0.276068,0.283835,0.267726,0.267255,0.269883,0.278718,0.274962,0.275827,0.263238,0.27648,0.26568,0.274284,0.280278,0.265589,0.266464,0.276734,0.266624,0.273511,0.26927
"39",0.30056,0.296216,0.287383,0.286601,0.292038,0.295259,0.287148,0.287207,0.298199,0.29191,0.295431,0.292614,0.289299,0.298072,0.301171,0.292578,0.288412,0.308554,0.288979,0.298248,0.293376,0.292209,0.290073,0.288613,0.299975,0.287557,0.291561,0.303227,0.307056,0.290018,0.28566,0.293856,0.310769,0.290347,0.290609,0.293335,0.289407,0.264086,0,0.292443,0.259579,0.25465,0.289735,0.292477,0.288926,0.284989,0.294125,0.296033,0.283846,0.285714,0.29399,0.289708,0.283007,0.291294,0.300939,0.298375,0.28875,0.295076,0.283274,0.29583,0.288979,0.29495,0.295651,0.295368,0.291016,0.293024,0.293182,0.297993,0.287277,0.289172,0.302221,0.299949,0.292343,0.28936,0.297761,0.301249,0.295864,0.290647,0.293086,0.287456,0.291003,0.28468,0.287107,0.288892,0.294904,0.282653,0.291858,0.293685,0.286626,0.289434,0.293833,0.281878,0.28388,0.289354
"40",0.300486,0.3,0.289206,0.298197,0.294538,0.301323,0.284641,0.284857,0.290766,0.291603,0.309366,0.302129,0.293509,0.299873,0.307053,0.292655,0.294464,0.30953,0.30051,0.299108,0.301764,0.293771,0.303989,0.290925,0.295292,0.28394,0.289561,0.312787,0.307329,0.302689,0.289186,0.29949,0.311889,0.298297,0.299618,0.303917,0.300153,0.299338,0.292443,0,0.285387,0.298517,0.293442,0.294813,0.296381,0.297122,0.304944,0.293825,0.287025,0.283677,0.291506,0.291433,0.283236,0.288314,0.292282,0.298395,0.29324,0.295577,0.292764,0.291507,0.298089,0.293862,0.284967,0.290549,0.286576,0.29553,0.292655,0.292441,0.292751,0.285733,0.29622,0.298779,0.290437,0.283202,0.292751,0.292424,0.285514,0.2894,0.288872,0.300433,0.297214,0.284004,0.297737,0.294672,0.294688,0.290003,0.295281,0.292674,0.280994,0.28606,0.281586,0.286517,0.290796,0.29102
"41",0.296927,0.294557,0.28651,0.285732,0.289881,0.290518,0.287975,0.287529,0.291804,0.290518,0.296685,0.288153,0.290196,0.296535,0.30612,0.294297,0.284823,0.312214,0.292479,0.30666,0.286858,0.291465,0.290457,0.285407,0.289855,0.285769,0.290368,0.303015,0.296546,0.290606,0.282768,0.298026,0.304504,0.285804,0.286365,0.287266,0.281582,0.260374,0.259579,0.285387,0,0.247269,0.293909,0.289816,0.276342,0.288301,0.287169,0.288613,0.283688,0.286257,0.283401,0.279143,0.283684,0.281258,0.285371,0.29,0.286258,0.286774,0.275489,0.289374,0.283616,0.280122,0.285243,0.278243,0.281904,0.282813,0.285678,0.285274,0.288052,0.281393,0.287442,0.288296,0.291761,0.279762,0.286022,0.278301,0.283962,0.283791,0.279013,0.278298,0.286593,0.282691,0.284613,0.28338,0.285098,0.278832,0.284699,0.282048,0.281751,0.280775,0.283537,0.273477,0.278454,0.283241
"42",0.301709,0.29494,0.278978,0.293939,0.28686,0.293856,0.287821,0.287353,0.289507,0.281797,0.300839,0.282864,0.284421,0.298248,0.306044,0.288623,0.287577,0.305839,0.305541,0.301246,0.289763,0.292221,0.290441,0.289942,0.297573,0.296599,0.289641,0.309415,0.306427,0.296088,0.284752,0.284244,0.308068,0.294647,0.294536,0.285587,0.286095,0.249682,0.25465,0.298517,0.247269,0,0.29462,0.297668,0.267362,0.2809,0.287414,0.289735,0.279629,0.280757,0.283282,0.28366,0.280382,0.274994,0.282973,0.28744,0.284241,0.280046,0.276558,0.287188,0.284516,0.280628,0.28735,0.288006,0.291517,0.29241,0.282841,0.291785,0.283822,0.281378,0.286065,0.292968,0.289467,0.280829,0.286551,0.292263,0.283155,0.275906,0.278548,0.282426,0.283453,0.282188,0.287798,0.275064,0.286643,0.285805,0.280764,0.279711,0.278615,0.287767,0.287245,0.275287,0.278117,0.280274
"43",0.301579,0.276042,0.290355,0.286221,0.286695,0.27968,0.292228,0.291879,0.29191,0.283486,0.285025,0.292742,0.290775,0.294088,0.300255,0.297356,0.290549,0.301274,0.282774,0.298145,0.294238,0.298185,0.297366,0.294267,0.295408,0.291294,0.289186,0.296621,0.291338,0.291986,0.286476,0.292333,0.294329,0.300811,0.300989,0.297085,0.293335,0.299822,0.289735,0.293442,0.293909,0.29462,0,0.290909,0.28811,0.283139,0.288889,0.303154,0.289761,0.289721,0.305676,0.301628,0.293639,0.300128,0.307643,0.304949,0.298067,0.309341,0.296608,0.303408,0.30315,0.29648,0.303154,0.30168,0.298567,0.30494,0.307956,0.297916,0.30084,0.299668,0.306481,0.306746,0.29716,0.306607,0.306029,0.301379,0.295662,0.301656,0.299667,0.305485,0.309591,0.296442,0.305753,0.302388,0.312659,0.299087,0.298167,0.303653,0.299285,0.305944,0.305301,0.296612,0.294177,0.299062
"44",0.283316,0.294636,0.275581,0.283367,0.298234,0.300051,0.284474,0.285037,0.293645,0.289413,0.294005,0.291056,0.286501,0.293345,0.301435,0.293915,0.298998,0.297363,0.293103,0.29834,0.288259,0.292266,0.287697,0.294463,0.301308,0.294216,0.292967,0.291954,0.291442,0.285311,0.291039,0.295072,0.297137,0.29172,0.292166,0.282126,0.297604,0.293464,0.292477,0.294813,0.289816,0.297668,0.290909,0,0.293945,0.294125,0.294118,0.286464,0.29139,0.285587,0.297249,0.290974,0.289096,0.291988,0.289709,0.299668,0.290739,0.301858,0.290918,0.29123,0.295989,0.299923,0.288565,0.296903,0.296087,0.298055,0.294298,0.290589,0.298567,0.300103,0.287458,0.302142,0.301377,0.294125,0.30284,0.29623,0.288412,0.300128,0.291129,0.29073,0.29576,0.290261,0.291539,0.298364,0.29347,0.303749,0.3011,0.304486,0.29525,0.29747,0.3,0.292958,0.295884,0.291507
"45",0.300381,0.307527,0.286094,0.292014,0.297791,0.307439,0.286746,0.287004,0.293396,0.284341,0.307799,0.300383,0.282664,0.298912,0.319314,0.305302,0.297962,0.32533,0.304056,0.313323,0.293766,0.299082,0.303436,0.297646,0.298422,0.285241,0.294289,0.315923,0.307448,0.293885,0.292278,0.300735,0.319299,0.293605,0.294125,0.297041,0.291835,0.275709,0.288926,0.296381,0.276342,0.267362,0.28811,0.293945,0,0.291508,0.29309,0.282234,0.294677,0.274316,0.282215,0.272635,0.273489,0.267202,0.279889,0.281044,0.272981,0.271063,0.262153,0.275,0.275976,0.270171,0.273281,0.278963,0.271961,0.279599,0.273985,0.276508,0.279964,0.270738,0.279124,0.276878,0.273337,0.278144,0.276833,0.280097,0.271197,0.266913,0.278133,0.27706,0.283992,0.280299,0.276359,0.275805,0.277453,0.26816,0.273293,0.270749,0.278726,0.277567,0.278866,0.264915,0.276256,0.28042
"46",0.296899,0.294527,0.282421,0.293583,0.292185,0.302226,0.28814,0.287856,0.289094,0.290792,0.296278,0.282254,0.290216,0.291624,0.288564,0.292745,0.293323,0.308132,0.301191,0.304232,0.2942,0.291996,0.287825,0.281938,0.295674,0.295541,0.293909,0.302888,0.30221,0.29208,0.285135,0.292553,0.304198,0.282103,0.282532,0.289833,0.293047,0.295086,0.284989,0.297122,0.288301,0.2809,0.283139,0.294125,0.291508,0,0.289266,0.289447,0.294654,0.286709,0.288084,0.284174,0.28167,0.287261,0.289187,0.281899,0.28934,0.285568,0.286495,0.278651,0.289407,0.283134,0.292005,0.287856,0.28989,0.30521,0.285914,0.291656,0.285551,0.295397,0.288566,0.293069,0.28781,0.28499,0.294364,0.287096,0.291066,0.28457,0.279355,0.291741,0.296382,0.284085,0.290013,0.285243,0.287148,0.282966,0.29355,0.285299,0.29465,0.292015,0.286877,0.284735,0.282399,0.282064
